117.747062, 32.541210
117.793004, 32.530735
117.839160, 32.520921
117.885518, 32.511771
117.932063, 32.503288
117.978782, 32.495473
118.025659, 32.488330
118.072680, 32.481861
118.119831, 32.476068
118.167099, 32.470952
118.214468, 32.466514
118.261923, 32.462758
118.309452, 32.459682
118.357038, 32.457290
118.404668, 32.455580
118.452327, 32.454554
118.500000, 32.454212
118.547673, 32.454554
118.595332, 32.455580
118.642962, 32.457290
118.690548, 32.459682
118.738077, 32.462758
118.785532, 32.466514
118.832901, 32.470952
118.880169, 32.476068
118.927320, 32.481861
118.974341, 32.488330
119.021218, 32.495473
119.067937, 32.503288
119.114482, 32.511771
119.160840, 32.520921
119.206996, 32.530735
119.252938, 32.541210
119.298650, 32.552342
119.344118, 32.564128
119.389330, 32.576566
119.434270, 32.589649
119.478926, 32.603376
119.523284, 32.617741
119.567330, 32.632741
119.611051, 32.648370
119.654434, 32.664625
119.697465, 32.681499
119.740131, 32.698988
119.782420, 32.717087
119.824317, 32.735789
119.865812, 32.755090
119.906890, 32.774984
119.947540, 32.795464
119.987749, 32.816524
120.027505, 32.838157
120.066795, 32.860358
120.105608, 32.883119
120.143932, 32.906434
120.181756, 32.930295
120.219067, 32.954695
120.255854, 32.979626
120.292106, 33.005082
120.327813, 33.031054
120.362963, 33.057534
120.397545, 33.084515
120.431550, 33.111988
120.464966, 33.139944
120.497783, 33.168376
120.529992, 33.197274
120.561583, 33.226630
120.592545, 33.256435
120.622870, 33.286680
120.652549, 33.317355
120.681572, 33.348451
120.709930, 33.379959
120.737615, 33.411869
120.764619, 33.444171
120.790932, 33.476856
120.816548, 33.509914
120.841459, 33.543334
120.865656, 33.577106
120.889132, 33.611220
120.911881, 33.645666
120.933895, 33.680433
120.955167, 33.715511
120.975692, 33.750889
120.995462, 33.786556
121.014473, 33.822501
121.032717, 33.858713
121.050190, 33.895181
121.066887, 33.931895
121.082801, 33.968843
121.097929, 34.006013
121.112265, 34.043395
121.125805, 34.080977
121.138546, 34.118747
121.150483, 34.156695
121.161612, 34.194808
121.171931, 34.233074
121.181436, 34.271483
121.190124, 34.310023
121.197993, 34.348681
121.205040, 34.387447
121.211263, 34.426307
121.216660, 34.465251
121.221229, 34.504267
121.224970, 34.543342
121.227880, 34.582465
121.229960, 34.621623
121.231208, 34.660806
